X mm;Y mm;ZTop mm;ZBottom mm;Wafer Diameter mm;300
-2.0282567965501E-05;-8.65117495271999E-05;0;-24.8;;
1.05047272805418;0.372966245147002;0;-24.8;;
0.487451597951159;0.392425758434372;0;-24.8;;
0.479104550720686;0.758329955467775;0;-24.8;;
0.470623271166521;0.249369813021876;0;-24.8;;
